top - 16:53:30 up 26 min,  1 user,  load average: 22,32, 12,47, 5,66
Tareas: 387 total,   3 ejecutar,  384 hibernar,    0 detener,    0 zombie
%Cpu(s): 62,7 usuario, 37,3 sist,  0,0 adecuado,  0,0 inact,  0,0 en espera,  0,0 hardw int,  0,0 softw int,  0,0 robar tiempo
MiB Mem :  31971,6 total,  20311,7 libre,   6414,9 usado,   5244,9 búfer/caché
MiB Intercambio:   2048,0 total,   2048,0 libre,      0,0 usado.  24984,1 dispon Mem 

    PID USUARIO   PR  NI    VIRT    RES    SHR S  %CPU  %MEM     HORA+ ORDEN
  10664 diego     20   0 1354752 208560  24620 R 673,3   0,6  22:42.59 python3
   2080 diego     20   0  987792 186936  50656 S   0,0   0,6   0:03.30 snap-store
   2095 diego     39  19 1129808  40792  17548 S   0,0   0,1   0:06.68 tracker-miner-f
   2113 diego     20   0  460460   6944   6332 S   0,0   0,0   0:00.01 xdg-document-po
   2230 diego     20   0  465496  10844   9584 S   0,0   0,0   0:00.07 xdg-desktop-por
   2234 diego     20   0  493824  26748  20384 S   0,0   0,1   0:00.14 xdg-desktop-por
   2266 root      20   0  395680  34616  28992 S   0,0   0,1   0:00.57 fwupd
   2318 root      20   0   74468  16644  14344 S   0,0   0,1   0:00.14 nmbd
   2320 whoopsie  20   0  253208  15824  13904 S   0,0   0,0   0:00.01 whoopsie
   2322 kernoops  20   0   11272    448      0 S   0,0   0,0   0:00.04 kerneloops
   2324 kernoops  20   0   11272    444      0 S   0,0   0,0   0:00.04 kerneloops
   2326 root      20   0 1822624  15756  13416 S   0,0   0,0   0:02.45 teamviewerd
   2357 diego     20   0 2560524 148560 100592 S   0,0   0,5   0:01.98 TeamViewer
   2473 root      20   0   89984  25772  22716 S   0,0   0,1   0:00.12 smbd
   2475 root      20   0   87816  10368   7444 S   0,0   0,0   0:00.00 smbd-notifyd
   2476 root      20   0   87824   8232   5308 S   0,0   0,0   0:00.00 cleanupd
   2478 root      20   0   89848  21792  18868 S   0,0   0,1   0:00.02 samba-bgqd
   4468 diego     20   0  165108   6572   5936 S   0,0   0,0   0:00.05 gvfsd-metadata
   4744 diego     20   0 1079280  84512  48908 S   0,0   0,3   0:01.39 nautilus
   5714 diego     20   0 1161,9g 194476 132456 S   0,0   0,6   0:07.12 code
   5719 diego     20   0   32,5g  48280  39820 S   0,0   0,1   0:00.02 code
   5720 diego     20   0   32,5g  48440  40000 S   0,0   0,1   0:00.01 code
   5722 diego     20   0   32,5g  12320   3748 S   0,0   0,0   0:00.00 code
   5743 diego     20   0   32,0g   3260   3004 S   0,0   0,0   0:00.00 chrome_crashpad
   5759 diego     20   0   32,8g 227396 136048 S   0,0   0,7   0:22.97 code
   5762 diego     20   0   32,3g  70364  59956 S   0,0   0,2   0:00.57 code
   5774 diego     20   0   32,7g  32364   6756 S   0,0   0,1   0:00.00 code
   5782 diego     20   0 1165,1g 307884 106372 S   0,0   0,9   0:40.27 code
   5819 diego     20   0 1161,5g 141308  75576 S   0,0   0,4   0:08.02 code
   5820 diego     20   0 1161,5g 140752  72092 S   0,0   0,4   0:08.33 code
   5883 diego     20   0 1163,1g 527016  85664 S   0,0   1,6   0:13.63 code
   5900 diego     20   0 1161,5g 109132  73560 S   0,0   0,3   0:04.15 code
   5916 diego     20   0   13800   5420   3484 S   0,0   0,0   0:00.06 bash
   6000 diego     20   0   32,7g 464608 211840 S   0,0   1,4   1:49.72 chrome
   6005 diego     20   0   10844    540    476 S   0,0   0,0   0:00.00 cat
   6006 diego     20   0   10844    504    440 S   0,0   0,0   0:00.00 cat
   6007 diego     20   0    5932   5124   3592 S   0,0   0,0   0:00.57 pet
   6119 diego     20   0   13800   5372   3580 S   0,0   0,0   0:00.02 bash
   6156 diego     20   0   32,0g   3836   3496 S   0,0   0,0   0:00.01 chrome_crashpad
   6161 diego     20   0   32,0g   3020   2704 S   0,0   0,0   0:00.00 chrome_crashpad
   6169 diego     20   0   32,6g  59232  46868 S   0,0   0,2   0:00.01 chrome
   6170 diego     20   0   32,6g  58636  46272 S   0,0   0,2   0:00.01 chrome
   6256 diego     20   0   32,6g  16452   3940 S   0,0   0,1   0:00.17 chrome
   6270 diego     20   0 1159,8g  79028  59532 S   0,0   0,2   0:00.19 code
   6292 diego     20   0   33,0g 279804 159176 S   0,0   0,9   0:42.41 chrome
   6298 diego     20   0   32,4g 131288  97620 S   0,0   0,4   0:13.72 chrome
   6310 diego     20   0   32,7g  54656  39460 S   0,0   0,2   0:00.29 chrome
   6342 diego     20   0   32,8g  37396   7704 S   0,0   0,1   0:00.00 chrome
   6551 diego     20   0 1163,1g 356564  67388 S   0,0   1,1   0:08.89 code
   6600 diego     20   0   13800   5340   3432 S   0,0   0,0   0:00.02 bash
   6734 diego     20   0 1772996  83452  63612 S   0,0   0,3   0:01.39 megasync
   6737 diego     20   0  420360  28752  22460 S   0,0   0,1   0:00.11 update-notifier
   6896 diego     20   0 1158,0g 146440 103332 S   0,0   0,4   0:01.35 chrome
   6909 diego     20   0 1156,3g 451332 143592 S   0,0   1,4   4:27.15 chrome
   6941 diego     20   0 1156,2g 135648 100196 S   0,0   0,4   0:00.61 chrome
   7006 diego     20   0 1159,9g 344640 131764 S   0,0   1,1   0:41.11 chrome
   7019 diego     20   0   32,6g  73732  60720 S   0,0   0,2   0:00.07 chrome
   7131 diego     20   0 1159,9g 222968 131312 S   0,0   0,7   0:13.20 chrome
   7136 diego     20   0 1156,2g 136484 107968 S   0,0   0,4   0:00.38 chrome
   7138 diego     20   0 1156,2g 182928 122464 S   0,0   0,6   0:02.20 chrome
   7143 diego     20   0 1158,0g 201816 126456 S   0,0   0,6   0:21.11 chrome
   7264 diego     20   0 1156,2g 876904 103264 S   0,0   2,7   0:14.90 chrome
   7285 diego     20   0 1156,2g 174036 118772 S   0,0   0,5   0:00.95 chrome
   7308 diego     20   0 1158,0g 193708 123412 S   0,0   0,6   0:10.00 chrome
   7320 diego     20   0 1156,2g 247668 123900 S   0,0   0,8   0:06.69 chrome
   7381 diego     20   0 1158,0g 188532 122768 S   0,0   0,6   0:03.42 chrome
   7390 diego     20   0 1156,2g 175724 119096 S   0,0   0,5   0:01.07 chrome
   7412 diego     20   0  282644  11328  10036 S   0,0   0,0   0:00.00 gvfsd-http
   7453 diego     20   0 1156,2g 139744  97108 S   0,0   0,4   0:00.89 chrome
   7468 diego     20   0 1156,2g 384140 125376 S   0,0   1,2   0:13.20 chrome
   7536 diego     20   0 1156,3g 238952 126368 S   0,0   0,7   0:04.81 chrome
   7555 diego     20   0 1156,2g 325200 122432 S   0,0   1,0   0:10.48 chrome
   7886 diego     20   0 1158,0g 226960  95684 S   0,0   0,7   0:28.98 chrome
   7917 root      20   0       0      0      0 I   0,0   0,0   0:00.12 kworker/0:0-events
   7918 root      20   0       0      0      0 I   0,0   0,0   0:00.54 kworker/7:0-events
   8138 root      20   0       0      0      0 I   0,0   0,0   0:00.59 kworker/1:0-events
   8187 root      20   0       0      0      0 I   0,0   0,0   0:00.57 kworker/2:0-events
   8190 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/5:0-events
   8191 root      20   0       0      0      0 I   0,0   0,0   0:00.58 kworker/9:0-events
   9258 diego     20   0 1156,2g 151736 112976 S   0,0   0,5   0:00.58 chrome
   9551 root      20   0       0      0      0 I   0,0   0,0   0:00.39 kworker/4:0-events
   9552 root      20   0       0      0      0 I   0,0   0,0   0:00.40 kworker/8:0-events
  10255 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/6:0-events
  10626 diego     20   0 1285940 189616  58312 S   0,0   0,6   0:02.57 python3
  10745 diego     20   0  818904  51660  39784 S   0,0   0,2   0:00.97 gnome-terminal-
  10754 diego     20   0   13628   5176   3448 S   0,0   0,0   0:00.01 bash
  10910 root      20   0       0      0      0 I   0,0   0,0   0:00.01 kworker/u64:0-events_power_efficient
  10961 root      20   0       0      0      0 I   0,0   0,0   0:00.05 kworker/9:1-events
  10996 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/10:0-events
  12146 root      20   0       0      0      0 I   0,0   0,0   0:00.05 kworker/11:0-events
  13025 root      20   0  287452  16240  14320 S   0,0   0,0   0:00.01 packagekitd
  13072 diego     20   0 1156,1g  64364  48428 S   0,0   0,2   0:00.00 chrome
  13535 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/u64:1-events_unbound
  13539 diego     20   0 1817508  48476  34180 S   0,0   0,1   0:00.26 anydesk
  13737 root      20   0       0      0      0 I   0,0   0,0   0:00.00 kworker/1:2-events
  13751 diego     20   0 1158,0g 105536  79484 S   0,0   0,3   0:00.03 chrome
  13766 diego     20   0 1158,0g 108556  82012 S   0,0   0,3   0:00.05 chrome
